Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
TTC6,1.07E-103,-0.836689387,0.063,0.099,3.92E-99,0.115760045,0.206761733,-0.936441314,-0.684529836
PRKAR1A,5.93E-41,-0.8369581,0.137,0.164,2.17E-36,0.218733076,0.390738898,-0.66008554,-0.408113352
SLC2A4RG,3.97E-34,-0.836968525,0.044,0.06,1.45E-29,0.061085779,0.109137501,-1.214059886,-0.962025996
IGSF11,3.24E-11,-0.8370026,0.012,0.016,1.18E-06,0.021266153,0.03800889,-1.672311074,-1.420114811
TTC12,9.45E-09,-0.838685402,0.058,0.066,0.000345846,0.083494953,0.149344485,-1.078339777,-0.825810811
ACTR3B,2.27E-07,-0.839297307,0.046,0.052,0.008298531,0.05958269,0.106624543,-1.224879891,-0.972142819
SQLE,5.36E-68,-0.839391573,0.1,0.132,1.96E-63,0.184294627,0.329778003,-0.734487327,-0.481778317
GARS,3.48E-18,-0.839648467,0.147,0.162,1.27E-13,0.25512613,0.456597785,-0.593245058,-0.3404662
KCNC4,4.21E-15,-0.840106108,0.021,0.029,1.54E-10,0.027353818,0.048988802,-1.562982047,-1.309903177
XYLT1,2.25E-10,-0.8402267,0.304,0.3,8.24E-06,0.73970275,1.324333593,-0.130942766,0.121997396
ZNF709,7.91E-08,-0.840500993,0.036,0.042,0.002894111,0.052699235,0.094387543,-1.278195688,-1.02508532
CLBA1,1.42E-10,-0.840724249,0.01,0.014,5.19E-06,0.011489735,0.020598039,-1.939689998,-1.686174116
CD81,1.20E-85,-0.841260225,0.109,0.146,4.41E-81,0.179647918,0.321880334,-0.745577811,-0.492305557
AL135905.1,4.02E-11,-0.84334632,0.008,0.012,1.47E-06,0.009913883,0.017808133,-2.003756204,-1.749381602
NTHL1,8.84E-81,-0.843350365,0.071,0.103,3.24E-76,0.101616146,0.182341483,-0.993037281,-0.739114517
PTPDC1,7.81E-22,-0.845014318,0.046,0.059,2.86E-17,0.069221328,0.124361681,-1.159760074,-0.905313415
AC006333.2,1.52E-29,-0.845284216,0.034,0.048,5.57E-25,0.045744919,0.082206798,-1.339657135,-1.085092268
JAG1,6.39E-27,-0.845373715,0.123,0.142,2.34E-22,0.210404845,0.378061346,-0.676944263,-0.422437724
QSER1,2.08E-12,-0.845406522,0.146,0.157,7.62E-08,0.240908234,0.432877546,-0.618148357,-0.363634941
PLEKHG1,4.94E-51,-0.845478297,0.218,0.246,1.81E-46,0.452849596,0.813728116,-0.344046015,-0.089520678
TPM4,1.96E-97,-0.845679473,0.357,0.385,7.18E-93,0.847059692,1.522280873,-0.072085984,0.182494791
E2F3,3.74E-13,-0.845759693,0.129,0.141,1.37E-08,0.205865235,0.370003872,-0.686416988,-0.431793731
CCDC200,1.38E-25,-0.846349239,0.042,0.055,5.04E-21,0.072587152,0.130528387,-1.139140245,-0.884295028
SPATS2,2.00E-07,-0.846662858,0.257,0.23,0.007308749,0.48411556,0.870623253,-0.315050958,-0.060169738
SLC2A6,6.46E-14,-0.846996769,0.01,0.015,2.37E-09,0.018635993,0.033542205,-1.729647472,-1.47440839
KCTD15,1.06E-19,-0.84763053,0.012,0.018,3.87E-15,0.017041195,0.030687044,-1.768499943,-1.513044947
AL359715.1,2.85E-17,-0.848434691,0.009,0.015,1.04E-12,0.013768474,0.024811476,-1.861114186,-1.605347403
RRS1,1.46E-23,-0.849301713,0.048,0.061,5.35E-19,0.061395439,0.110632508,-1.211863888,-0.956117244
ZNF704,8.20E-92,-0.850178293,0.214,0.254,3.00E-87,0.411089273,0.741101117,-0.386063856,-0.130122532
TLE4,5.19E-101,-0.850333034,0.215,0.26,1.90E-96,0.535282013,0.965089824,-0.27141735,-0.015432263
TMEM38B,1.83E-07,-0.850651129,0.112,0.12,0.006695279,0.168941705,0.304675804,-0.772263126,-0.516162034
AP001628.1,1.10E-09,-0.850899367,0.014,0.019,4.03E-05,0.015581806,0.028124496,-1.807382209,-1.550915259
AF064858.1,1.94E-10,-0.850936672,0.008,0.011,7.11E-06,0.011001084,0.019863106,-1.958564501,-1.701952839
PAQR4,1.92E-15,-0.851485985,0.019,0.026,7.02E-11,0.027090187,0.048901185,-1.567187997,-1.31068062
EXOG,7.50E-13,-0.851864494,0.055,0.065,2.74E-08,0.079958185,0.144331871,-1.097137073,-0.84063776
TPST2,2.49E-23,-0.852158012,0.102,0.083,9.10E-19,0.157239533,0.283869466,-0.803438254,-0.546881319
S100P,3.26E-227,-0.853248241,0.029,0.072,1.19E-222,0.155200861,0.280401085,-0.809105873,-0.552220311
ZNF775,3.82E-20,-0.853447421,0.03,0.04,1.40E-15,0.041268027,0.074584443,-1.384386298,-1.127351747
DAGLA,7.66E-37,-0.85371405,0.026,0.039,2.80E-32,0.035164694,0.06356861,-1.453893162,-1.196757283
UTP15,6.03E-07,-0.854421103,0.028,0.033,0.022072703,0.036925867,0.06678404,-1.432669296,-1.175327313
RCC2,2.34E-43,-0.85444954,0.11,0.135,8.56E-39,0.169203377,0.305952189,-0.771590973,-0.514346435
PDE8A,1.65E-160,-0.854495307,0.443,0.458,6.03E-156,1.075777122,1.945161559,0.031722304,0.288955678
PCAT1,7.18E-63,-0.854558151,0.089,0.118,2.63E-58,0.178246501,0.322327045,-0.748978987,-0.491703254
PYCR3,1.90E-12,-0.855643469,0.018,0.024,6.97E-08,0.021055741,0.038122625,-1.676629474,-1.4188172
PRKG1,2.60E-270,-0.856227829,0.462,0.499,9.50E-266,1.977011733,3.579002829,0.296009247,0.553762042
POU2F1,1.91E-56,-0.856826359,0.183,0.213,6.98E-52,0.389406746,0.705255988,-0.409596529,-0.151653218
ESRP2,2.60E-90,-0.857164734,0.041,0.068,9.51E-86,0.064163699,0.116251841,-1.192710608,-0.934600162
PLAC8,4.30E-115,-0.857434143,0.419,0.304,1.57E-110,1.23992393,2.246531348,0.093395042,0.351512483
CASC19,4.52E-09,-0.858509499,0.035,0.041,0.000165531,0.053690251,0.097370187,-1.270104562,-1.011573996
LAMC2,1.53E-61,-0.858534275,0.1,0.13,5.59E-57,0.200672502,0.363879376,-0.697512134,-0.439042558
ATP8B2,1.85E-14,-0.858976767,0.021,0.015,6.77E-10,0.054307868,0.098521937,-1.265137246,-1.00646706
CARD8,3.16E-15,-0.859482953,0.073,0.06,1.16E-10,0.107012101,0.19418244,-0.97056711,-0.711790047
TMEM63C,4.01E-26,-0.859680433,0.037,0.05,1.47E-21,0.062234639,0.112954216,-1.205967825,-0.947097555
FERMT1,3.32E-94,-0.860007898,0.175,0.217,1.22E-89,0.291309542,0.528761861,-0.53564529,-0.276739878
PTPN22,2.13E-61,-0.860227571,0.123,0.09,7.80E-57,0.236227976,0.428851458,-0.626668671,-0.367693109
ARHGAP44,5.10E-76,-0.860509514,0.245,0.277,1.87E-71,0.460597197,0.836317861,-0.336678709,-0.077628628
ANKRD22,7.83E-221,-0.860545632,0.062,0.116,2.87E-216,0.14546995,0.264154411,-0.83722671,-0.578142133
MAP4,7.82E-22,-0.861007917,0.351,0.348,2.86E-17,0.748370689,1.359291786,-0.125883231,0.133312693
GYG1,1.87E-11,-0.861230956,0.061,0.071,6.85E-07,0.091279135,0.165837565,-1.039628484,-0.780317086
PTK7,7.75E-19,-0.861960468,0.023,0.031,2.84E-14,0.033214412,0.060388444,-1.478673434,-1.219046162
PPP1R26-AS1,4.62E-53,-0.862227434,0.034,0.052,1.69E-48,0.047923559,0.087138539,-1.319450939,-1.059789726
EPN2,9.98E-51,-0.863158752,0.129,0.158,3.65E-46,0.215945911,0.392830275,-0.665655015,-0.405795049
DBF4,3.52E-25,-0.864924022,0.086,0.103,1.29E-20,0.1327641,0.241816899,-0.876919343,-0.616513353
AC009779.2,9.85E-12,-0.865361476,0.009,0.013,3.61E-07,0.013092726,0.023873399,-1.882969919,-1.62208575
NBEA,4.24E-59,-0.866245115,0.106,0.135,1.55E-54,0.253075763,0.461356053,-0.596749444,-0.335963777
1-Mar,6.17E-120,-0.866810973,0.073,0.113,2.26E-115,0.103881629,0.189462542,-0.983461247,-0.722476641
TMEM107,1.93E-12,-0.866826759,0.058,0.068,7.08E-08,0.099497479,0.181469471,-1.002187922,-0.741196427
CFAP44,7.30E-59,-0.86727581,0.083,0.111,2.67E-54,0.135461812,0.247132644,-0.868183121,-0.607069884
NR3C2,0,-0.867873027,0.612,0.603,0,2.398229645,4.376719184,0.379890767,0.641148683
TBC1D9,2.34E-16,-0.868987967,0.092,0.077,8.56E-12,0.157155009,0.287046177,-0.803671772,-0.542048232
GLIS3,4.12E-16,-0.869013931,0.207,0.214,1.51E-11,0.499513361,0.912339478,-0.301452891,-0.039843532
CDCA4,1.33E-06,-0.869774815,0.026,0.031,0.048697584,0.030288585,0.055369915,-1.518721017,-1.25672614
INAFM2,3.70E-10,-0.87073377,0.011,0.015,1.35E-05,0.016494536,0.030183046,-1.782659884,-1.520236941
PLEKHB1,2.14E-16,-0.871246338,0.028,0.037,7.84E-12,0.059065581,0.10806654,-1.228665518,-0.966308752
MIER1,1.81E-73,-0.871389572,0.329,0.352,6.63E-69,0.649449384,1.188139636,-0.187454691,0.074867484
CCDC18,7.75E-09,-0.872405712,0.065,0.073,0.000283797,0.10566803,0.193469145,-0.976056388,-0.713388288
NXT1,2.37E-11,-0.872503011,0.06,0.069,8.68E-07,0.07273018,0.133178374,-1.138285337,-0.875566292
POLQ,7.24E-07,-0.873331366,0.032,0.037,0.026492922,0.055677313,0.102015927,-1.254321736,-0.99133202
CENPP,1.81E-19,-0.87374138,0.083,0.097,6.64E-15,0.1665549,0.305217992,-0.778442587,-0.515389869
MARK1,1.08E-83,-0.874517623,0.035,0.06,3.94E-79,0.061550202,0.112867183,-1.210770516,-0.947432315
CAPN8,0,-0.87505662,0.079,0.153,0,0.261718857,0.480034704,-0.582164985,-0.318727364
FMNL2,4.81E-62,-0.87595973,0.19,0.222,1.76E-57,0.404127351,0.741687435,-0.393481756,-0.129779078
OAS1,5.19E-40,-0.877645533,0.103,0.126,1.90E-35,0.176123651,0.323626496,-0.75418232,-0.489955929
AC069185.1,7.29E-10,-0.878861889,0.01,0.014,2.67E-05,0.013187395,0.024272078,-1.879841,-1.614893041
FASN,1.69E-57,-0.879862836,0.073,0.099,6.17E-53,0.108728675,0.200104031,-0.963655904,-0.698744163
SPDYE3,1.77E-10,-0.880119569,0.008,0.011,6.49E-06,0.007918186,0.014595135,-2.101374281,-1.835791874
SKAP2,3.50E-99,-0.880576943,0.255,0.298,1.28E-94,0.577964398,1.064118361,-0.238098913,0.026989937
AL590062.1,1.27E-08,-0.880578572,0.007,0.01,0.000466328,0.00803522,0.014815257,-2.095002214,-1.829290809
LIMK2,1.46E-146,-0.880653864,0.248,0.301,5.34E-142,0.47957512,0.883019817,-0.319143356,-0.05402955
PCDH20,1.95E-29,-0.881143544,0.014,0.023,7.13E-25,0.022711203,0.041851799,-1.643759866,-1.378285872
PFAS,4.44E-10,-0.881310749,0.024,0.03,1.63E-05,0.02919959,0.053808573,-1.534623242,-1.269148521
REPS2,1.49E-58,-0.882022091,0.124,0.155,5.44E-54,0.216992865,0.399929972,-0.663554546,-0.398016048
ARF3,7.38E-58,-0.882091289,0.175,0.206,2.70E-53,0.282080779,0.519909109,-0.549626506,-0.284072574
CDV3,4.93E-18,-0.882666773,0.249,0.259,1.81E-13,0.433193268,0.798734779,-0.363318301,-0.097597405
ALMS1,5.44E-14,-0.883314257,0.145,0.156,1.99E-09,0.252496641,0.465778897,-0.597744395,-0.331820192
ANGEL1,5.24E-14,-0.883523235,0.036,0.044,1.92E-09,0.050142075,0.09252745,-1.2997977,-1.033729408
CCR6,1.24E-41,-0.883664856,0.014,0.006,4.55E-37,0.018430599,0.034027075,-1.734460561,-1.468175382
RILPL1,4.83E-17,-0.883937387,0.014,0.021,1.77E-12,0.020721745,0.038261599,-1.683573677,-1.417236884
HSPA2,3.26E-92,-0.884672572,0.031,0.055,1.19E-87,0.059581337,0.110029343,-1.224889759,-0.958491481
AMACR,5.46E-35,-0.886161724,0.086,0.107,2.00E-30,0.12033855,0.22243765,-0.919595226,-0.652791702
MTBP,5.71E-09,-0.88623696,0.029,0.035,0.000209093,0.037901843,0.07007747,-1.421339677,-1.154421589
ZNF439,1.91E-11,-0.886748924,0.038,0.046,6.99E-07,0.054129442,0.100107257,-1.266566446,-0.99953444
RASEF,0,-0.886983595,0.154,0.253,0,0.369725506,0.683757089,-0.432120588,-0.165098158
SNX10,4.19E-16,-0.887635333,0.037,0.028,1.54E-11,0.050692819,0.093810553,-1.295053557,-1.027748302
TBL1XR1,9.54E-135,-0.887761936,0.458,0.471,3.49E-130,1.164248192,2.154234199,0.066045572,0.333292916
DCTPP1,2.21E-91,-0.888841153,0.175,0.215,8.08E-87,0.271464305,0.502688952,-0.566287268,-0.29870066
JHY,6.75E-11,-0.889033623,0.019,0.024,2.47E-06,0.025882409,0.047954263,-1.586995312,-1.319172784
ODF2,8.54E-08,-0.889255905,0.049,0.056,0.003127464,0.067577275,0.125189743,-1.170199323,-0.902431251
TMEM171,5.76E-34,-0.889296998,0.16,0.181,2.11E-29,0.264754416,0.490419267,-0.577156788,-0.309432476
KTN1-AS1,1.90E-16,-0.890406263,0.017,0.023,6.95E-12,0.021731527,0.040305443,-1.66290976,-1.394636303
SLC25A35,5.45E-13,-0.890613324,0.011,0.016,1.99E-08,0.015925712,0.029547458,-1.797901143,-1.52947988
AC074212.1,1.63E-19,-0.890668559,0.015,0.023,5.98E-15,0.02249287,0.041724331,-1.647955125,-1.379610615
IPO11,5.44E-12,-0.890766649,0.071,0.081,1.99E-07,0.102772618,0.19057876,-0.988122581,-0.719925503
ATP23,1.33E-63,-0.891464728,0.058,0.083,4.88E-59,0.076659479,0.142229603,-1.115434139,-0.847010003
AL731769.2,2.05E-13,-0.891863718,0.009,0.014,7.49E-09,0.011259154,0.020913958,-1.948494245,-1.679563771
AC022144.1,3.54E-10,-0.892902803,0.007,0.011,1.29E-05,0.007245874,0.013476743,-2.139909225,-1.870415049
AL442636.1,4.36E-22,-0.893898392,0.01,0.017,1.59E-17,0.021392739,0.039773627,-1.669733602,-1.400404802
EFNA3,2.44E-21,-0.894106853,0.014,0.022,8.94E-17,0.017434299,0.032422779,-1.758595502,-1.48914977
LNPEP,4.39E-15,-0.894166626,0.225,0.234,1.61E-10,0.409355525,0.760823825,-0.387899344,-0.118715896
SOX30,2.10E-10,-0.894438896,0.008,0.012,7.70E-06,0.011224516,0.020886961,-1.949832377,-1.680124745
THOC3,5.51E-10,-0.895598202,0.08,0.09,2.02E-05,0.110164661,0.204970142,-0.957957696,-0.688309398
HMGCR,1.57E-65,-0.895602978,0.148,0.183,5.76E-61,0.261448148,0.486416694,-0.58261443,-0.312991528
AC099565.1,3.71E-35,-0.895626126,0.013,0.023,1.36E-30,0.022299783,0.041508786,-1.651699358,-1.381859971
LDLRAP1,1.08E-31,-0.896172873,0.054,0.071,3.95E-27,0.078912298,0.146887339,-1.102855311,-0.833015636
HIST1H1C,4.42E-10,-0.896194698,0.223,0.225,1.62E-05,0.51620231,0.960752072,-0.287180057,-0.01738867
SLC2A13,1.44E-186,-0.8968557,0.333,0.383,5.29E-182,0.807644814,1.503859301,-0.092779591,0.177207206
SMIM14,5.82E-240,-0.896868445,0.291,0.359,2.13E-235,0.670463675,1.248438584,-0.173624747,0.096367182
CENPM,8.00E-36,-0.898110284,0.046,0.062,2.93E-31,0.076170168,0.141974452,-1.118215086,-0.8477898
LYAR,3.66E-08,-0.898881013,0.059,0.067,0.001339471,0.071977503,0.134232602,-1.142803226,-0.872141991
AC003991.1,6.16E-85,-0.900354408,0.036,0.061,2.25E-80,0.062500402,0.116680537,-1.204117187,-0.93300158
KREMEN1,6.12E-121,-0.900360149,0.065,0.103,2.24E-116,0.117334311,0.21903024,-0.930574973,-0.659495921
DGKH,1.54E-159,-0.900597722,0.259,0.314,5.65E-155,0.553254368,1.032858996,-0.257075149,0.014041036
SCD,9.25E-19,-0.901227954,0.107,0.121,3.39E-14,0.186965663,0.34920938,-0.728238145,-0.456914099
AFAP1,6.36E-86,-0.901449145,0.135,0.174,2.33E-81,0.22924597,0.42824006,-0.639698289,-0.368312709
AFF1,1.72E-90,-0.901690481,0.475,0.472,6.31E-86,1.233236694,2.304021221,0.091046438,0.362486475
TLCD4,1.86E-66,-0.903195109,0.122,0.156,6.80E-62,0.203787126,0.381145437,-0.690823255,-0.418909275
XRCC3,6.25E-11,-0.90337658,0.016,0.021,2.29E-06,0.018627693,0.03486404,-1.729840934,-1.457622283
EPB41L1,3.74E-119,-0.903666867,0.128,0.176,1.37E-114,0.230966499,0.432117673,-0.636451009,-0.364397971
EDEM1,1.09E-06,-0.904380918,0.11,0.099,0.040058372,0.178420545,0.333979184,-0.748555139,-0.476280601
NOTCH2,2.16E-262,-0.905413959,0.1,0.168,7.91E-258,0.365994663,0.685560106,-0.436525248,-0.163954463
SORBS3,9.87E-88,-0.905569374,0.087,0.123,3.61E-83,0.134098021,0.251225773,-0.872577633,-0.599935809
SYNE2,1.22E-156,-0.905890886,0.456,0.47,4.47E-152,1.187817761,2.225637686,0.074749815,0.347454467
MEF2D,4.64E-07,-0.906384033,0.109,0.117,0.016992547,0.17575963,0.329455777,-0.755080871,-0.482202873
EEF2K,6.34E-29,-0.90708425,0.11,0.13,2.32E-24,0.190711768,0.357654749,-0.719622507,-0.446536005
AC107980.1,9.94E-14,-0.907330252,0.007,0.011,3.64E-09,0.008102046,0.015218153,-2.091405303,-1.81763804
SMAGP,1.12E-150,-0.907352651,0.162,0.218,4.09E-146,0.268190956,0.503041308,-0.571555871,-0.298396351
VRK2,4.81E-74,-0.907627814,0.157,0.193,1.76E-69,0.289144876,0.542445946,-0.538884499,-0.265643532
RXFP4,7.76E-15,-0.908136449,0.006,0.01,2.84E-10,0.009726085,0.018274373,-2.012061919,-1.738157507
MCPH1-AS1,1.04E-43,-0.908731702,0.045,0.063,3.80E-39,0.064420477,0.120964861,-1.190976066,-0.917340771
TSPAN7,4.23E-59,-0.908851254,0.133,0.165,1.55E-54,0.206096222,0.386978168,-0.685929969,-0.412313535
ZNF385B,8.85E-31,-0.909222785,0.007,0.014,3.24E-26,0.015828419,0.029748536,-1.800562472,-1.526534398
MGLL,6.66E-186,-0.909424546,0.279,0.334,2.44E-181,0.712754574,1.33878641,-0.147059987,0.126711295
LINC01645,1.12E-08,-0.910534943,0.01,0.013,0.000411069,0.014233201,0.026777021,-1.846697408,-1.572237733
TRPM5,4.37E-15,-0.910552455,0.022,0.03,1.60E-10,0.079213481,0.148925015,-1.1012009,-0.827032349
PARS2,1.23E-10,-0.911664766,0.012,0.016,4.49E-06,0.015131494,0.028487894,-1.820118178,-1.545339656
SPA17,9.44E-34,-0.911719104,0.024,0.036,3.45E-29,0.032316306,0.060818511,-1.490578289,-1.215964218
UBE2G1,1.15E-10,-0.912723997,0.256,0.26,4.22E-06,0.461831268,0.869464363,-0.335516667,-0.060748214
CEP78,4.47E-10,-0.913180447,0.052,0.06,1.64E-05,0.074826049,0.14093419,-1.125947185,-0.850983637
AC087276.2,1.01E-24,-0.914362396,0.01,0.017,3.69E-20,0.014419861,0.027199998,-1.84103894,-1.565431127
NDRG2,2.71E-89,-0.914786443,0.122,0.161,9.91E-85,0.183406201,0.345796252,-0.736585986,-0.461179718
AC090945.1,1.09E-07,-0.91561203,0.027,0.032,0.003994508,0.036025961,0.067980663,-1.443384424,-1.167614604
LARS2,3.80E-57,-0.915722349,0.112,0.142,1.39E-52,0.170899322,0.322426265,-0.767259661,-0.491569588
LMCD1-AS1,4.95E-24,-0.915913019,0.024,0.035,1.81E-19,0.050661163,0.095608003,-1.295324847,-1.019505751
FTSJ1,1.84E-09,-0.916189745,0.037,0.044,6.75E-05,0.050723107,0.095743243,-1.294794155,-1.018891867
CDC42SE1,6.30E-24,-0.916409441,0.086,0.103,2.31E-19,0.144493854,0.272741868,-0.840150624,-0.56424819
C1QTNF6,6.54E-10,-0.916612002,0.014,0.019,2.39E-05,0.02123372,0.040104834,-1.672973912,-1.396803274
AC007368.1,1.20E-07,-0.917069543,0.012,0.016,0.004380148,0.019092152,0.036073689,-1.719145109,-1.442809439
AGPAT5,8.71E-40,-0.91795641,0.159,0.184,3.19E-35,0.254037968,0.480011197,-0.595101369,-0.318748631
LINC02363,9.98E-08,-0.918485328,0.057,0.049,0.003651893,0.087995267,0.166344953,-1.055540688,-0.77899037
ITGAE,2.73E-11,-0.919002689,0.14,0.124,9.98E-07,0.21938242,0.414832471,-0.658798177,-0.382127257
CTSC,6.81E-87,-0.920206979,0.14,0.18,2.49E-82,0.238652017,0.451644439,-0.622234892,-0.345203333
CTSL,3.24E-53,-0.920237779,0.046,0.068,1.18E-48,0.073087179,0.138334685,-1.136158799,-0.859068914
GRIP1,1.36E-126,-0.922244356,0.112,0.159,4.97E-122,0.232292612,0.440231264,-0.633964603,-0.356319118
MTM1,4.33E-57,-0.922896707,0.171,0.203,1.58E-52,0.298838918,0.56659673,-0.524562844,-0.246725936
AC027097.1,1.09E-08,-0.923331313,0.013,0.017,0.000398288,0.016331349,0.030994832,-1.786977947,-1.508710718
DTD1,3.98E-38,-0.924000715,0.095,0.118,1.46E-33,0.138385888,0.262591792,-0.858908196,-0.580718854
MYCBP2,7.38E-17,-0.924303499,0.31,0.265,2.70E-12,0.630414699,1.196403357,-0.200373669,0.077877623
GLTP,4.77E-43,-0.924327523,0.156,0.183,1.75E-38,0.243827144,0.462757641,-0.612917949,-0.334646402
NAV2,2.74E-32,-0.924416893,0.137,0.158,1.00E-27,0.273782362,0.519638826,-0.562594534,-0.284298407
DDAH2,4.02E-43,-0.924469709,0.172,0.198,1.47E-38,0.288348525,0.54730423,-0.540082266,-0.261771195
CR381653.1,3.31E-15,-0.925154573,0.012,0.018,1.21E-10,0.016154056,0.030697387,-1.791718426,-1.512898598
CYP1B1-AS1,6.64E-38,-0.926123803,0.028,0.042,2.43E-33,0.043911702,0.083462101,-1.357419732,-1.078510685
FBXL14,6.69E-50,-0.926355516,0.056,0.079,2.45E-45,0.077123269,0.146593064,-1.112814573,-0.833886578
UCP2,2.66E-07,-0.928318116,0.061,0.068,0.009725545,0.106336231,0.202386548,-0.973318738,-0.693818358
MPZL2,5.07E-80,-0.928831337,0.074,0.107,1.85E-75,0.124274726,0.236608673,-0.905617185,-0.625969341
ODC1,1.87E-133,-0.928848405,0.206,0.258,6.86E-129,0.428740026,0.816239042,-0.36780597,-0.088182636
UTS2,6.22E-14,-0.93094416,0.007,0.011,2.27E-09,0.006199834,0.011842928,-2.207619973,-1.926540925
DSE,1.25E-06,-0.931528167,0.043,0.048,0.045755099,0.068275635,0.130244609,-1.16573425,-0.885240244
GCNA,7.87E-08,-0.933237286,0.027,0.022,0.002879179,0.041136254,0.078574845,-1.385775254,-1.104716465
FOCAD,8.50E-109,-0.934261983,0.196,0.242,3.11E-104,0.378094184,0.722527921,-0.422400004,-0.141145366
DLG2,7.00E-23,-0.934907717,0.043,0.055,2.56E-18,0.09084269,0.173693084,-1.041710014,-0.760217475
NUP93,1.76E-27,-0.935043599,0.066,0.083,6.43E-23,0.096403245,0.18434094,-1.015908346,-0.734378202
MGST1,3.09E-246,-0.936579615,0.506,0.495,1.13E-241,1.583170291,3.030187329,0.199527631,0.481469478
NUP50-DT,9.22E-33,-0.93664421,0.051,0.067,3.38E-28,0.076624883,0.146688402,-1.115630177,-0.833604222
BAIAP2,1.57E-47,-0.936824111,0.029,0.045,5.73E-43,0.046766641,0.08954878,-1.330063825,-1.047940326
MAP3K1,1.79E-28,-0.937111572,0.158,0.13,6.55E-24,0.267206954,0.511641709,-0.573152243,-0.291034059
BZW2,1.67E-147,-0.938027738,0.2,0.255,6.12E-143,0.340960322,0.653271347,-0.467296158,-0.18490639
NPIPB3,1.54E-07,-0.938464407,0.01,0.013,0.005621742,0.014261263,0.027354528,-1.845842001,-1.562970782
LRG1,2.59E-64,-0.938612342,0.034,0.055,9.50E-60,0.044978389,0.08623235,-1.346996106,-1.064329776
USP31,2.79E-20,-0.939494283,0.05,0.062,1.02E-15,0.07362111,0.141217702,-1.132997637,-0.85011086
DHCR24,9.68E-97,-0.939552192,0.1,0.139,3.54E-92,0.169113237,0.324370855,-0.771822397,-0.488958174
TOR3A,5.64E-21,-0.939656101,0.068,0.082,2.06E-16,0.096411068,0.184946299,-1.015873108,-0.732954355
WDR77,4.72E-24,-0.93978004,0.049,0.062,1.73E-19,0.064521002,0.123789525,-1.190298899,-0.907316104
TBC1D10A,3.38E-24,-0.940417948,0.061,0.077,1.24E-19,0.091312939,0.17526026,-1.039467679,-0.756316548
ADAMTS6,1.09E-20,-0.940676853,0.018,0.011,4.00E-16,0.033739784,0.064784161,-1.471857698,-1.188531158
MMD,3.00E-11,-0.940919306,0.03,0.037,1.10E-06,0.04133756,0.07938089,-1.383655165,-1.100284036
RAB43,1.06E-20,-0.940939597,0.052,0.065,3.88E-16,0.076171144,0.14625476,-1.118209524,-0.834889991
PLEKHM1,1.50E-48,-0.941492805,0.078,0.103,5.50E-44,0.12079698,0.232015421,-0.917943925,-0.634483149
C11orf98,2.39E-64,-0.941882862,0.025,0.043,8.74E-60,0.036054097,0.069284225,-1.443045375,-1.159365634
MARS2,2.63E-08,-0.941979094,0.017,0.021,0.000961008,0.02114424,0.0406446,-1.674807911,-1.390997151
RHOV,2.00E-66,-0.94199437,0.018,0.035,7.33E-62,0.0320295,0.061557597,-1.494449846,-1.210718344
IARS,3.07E-43,-0.942705552,0.167,0.192,1.12E-38,0.287325044,0.552299058,-0.541626519,-0.257825698
ZNF69,6.92E-98,-0.943084667,0.096,0.134,2.53E-93,0.140985396,0.271086532,-0.850825873,-0.566892059
FBXW8,6.61E-40,-0.943900343,0.099,0.122,2.42E-35,0.158636327,0.305195337,-0.799597354,-0.515422106
GSPT1,3.17E-77,-0.945726363,0.291,0.319,1.16E-72,0.533043773,1.026749939,-0.273237126,0.011464686
EPS15,4.30E-39,-0.946729095,0.317,0.33,1.57E-34,0.673415234,1.298029492,-0.171717063,0.11328456
SPIRE1,3.32E-17,-0.946878198,0.013,0.02,1.21E-12,0.032443742,0.062564919,-1.488869066,-1.203669113
DEFA6,9.41E-273,-0.947537203,0.196,0.113,3.44E-268,4.08328222,7.874949896,0.611009398,0.896247799
DYNLT3,3.73E-58,-0.94758037,0.067,0.093,1.37E-53,0.105732733,0.203943122,-0.975790541,-0.690490937
ARHGEF2,6.66E-43,-0.94776639,0.091,0.115,2.44E-38,0.161312253,0.311175868,-0.792332644,-0.506994091
APOBEC3C,2.53E-17,-0.94825899,0.035,0.044,9.26E-13,0.048429625,0.093470288,-1.31488889,-1.029326418
TPX2,5.05E-16,-0.949032516,0.04,0.05,1.85E-11,0.0743626,0.143586044,-1.128645434,-0.84288777
ENDOD1,2.87E-20,-0.949194949,0.125,0.141,1.05E-15,0.183041066,0.353438046,-0.737451463,-0.451686703
CHCHD6,8.02E-38,-0.949201425,0.058,0.076,2.93E-33,0.08261453,0.159535715,-1.082943562,-0.797142078
AEN,1.41E-07,-0.949588292,0.028,0.033,0.005177549,0.036764686,0.071027717,-1.434569143,-1.148572143
HEATR1,2.86E-26,-0.949929958,0.096,0.114,1.05E-21,0.145719326,0.281520816,-0.836482846,-0.550489488
CEMIP,8.61E-18,-0.949939075,0.011,0.018,3.15E-13,0.018306656,0.035387935,-1.737390988,-1.451144776
AGO2,2.50E-15,-0.950041425,0.198,0.209,9.14E-11,0.328456472,0.634577602,-0.483522176,-0.197515261
SUCLG2-AS1,5.73E-33,-0.950609254,0.067,0.085,2.10E-28,0.104227895,0.20146339,-0.982016035,-0.695803863
